Series,Current,Min,Max,Average
/odometry/filtered/pose/pose/position/y,-6.793373,-6.795569,-6.793367,-6.794452
/odometry/filtered/pose/pose/position/z,0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[0;0],0.000425,0.000000,0.001278,0.000550
/odometry/filtered/twist/covariance[0;1],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[0;2],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[0;3],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[0;4],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[0;5],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[1;1],0.000748,0.000280,0.001647,0.000869
/odometry/filtered/twist/covariance[1;2],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[1;3],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[1;4],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[1;5],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[2;2],0.000000,0.000000,0.000001,0.000000
/odometry/filtered/twist/covariance[2;3],-0.000000,-0.000000,0.000000,-0.000000
/odometry/filtered/twist/covariance[2;4],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[2;5],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[3;3],0.000000,0.000000,0.000001,0.000000
/odometry/filtered/twist/covariance[3;4],0.000000,-0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[3;5],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[4;4],0.000000,0.000000,0.000001,0.000000
/odometry/filtered/twist/covariance[4;5],0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/covariance[5;5],0.000335,0.000000,0.000943,0.000423
/odometry/filtered/twist/twist/angular/x,0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/twist/angular/y,0.000000,0.000000,0.000000,0.000000
/odometry/filtered/twist/twist/angular/z,-0.000012,-0.000024,0.000037,-0.000000
/odometry/filtered/twist/twist/linear/x,-0.001292,-0.003524,-0.000000,-0.001246
/odometry/filtered/twist/twist/linear/y,-0.000281,-0.001026,0.000107,-0.000272
/odometry/filtered/twist/twist/linear/z,0.000000,0.000000,0.000000,0.000000
